# topic-migration-map.tsv — T4 review artifact for the docs topic restructure
#
# One row per doc (289 total). Columns are TAB-separated:
#   current_rel  : path under bytesofpurpose-blog/docs/
#   route        : frozen absolute URL (Phase A) — UNCHANGED by any move
#   draft        : 1 if draft:true (excluded from prod build)
#   isReadme     : 1 if README/index (category landing)
#   inbound      : count of /docs/ body links pointing at this doc's route
#   topic        : target topic (NN-topic code)
#   sub          : sub-group hint (prompts | vocabulary | roles | culture | skills | '')
#   note         : rationale / flags
#   title        : doc title (truncated)
#   target_path  : PROPOSED destination under docs/ (refined per-topic in Phase D)
#
# SAFETY: every doc's slug is frozen to an absolute /docs route (Phase A), so moving a
# file changes ONLY its sidebar position, never its URL. Each Phase-D move is verified
# by asserting the route-manifest diff vs baseline is EMPTY.
#
# 10 topics (counts): generative-ai 18 · development 100 · productivity 40 · blogging 59
#   · scripting 9 · interview-prep 23 · companies 12 · entrepreneurship 2 · faith 6
#   · personal-growth 13. Plus 7 no-move: welcome (root) + 6 dissolving bucket READMEs
#   (definitions/craftsmanship/techniques/skills/prompts indexes — content rehomed in T13/T14).
#
# DECISIONS locked with Omar (T4):
#   - career-levels + skills cluster -> Companies/{roles,skills} (NOT interview-prep);
#     instead ADD a new interview-prep doc that references level/skill differences as prep.
#   - refining-soft-skills -> Companies/skills (general employee skills subfolder).
#   - habits-mastering + habits-managing-finances -> Personal Growth.
#   - author-tooling prompts (evals/heal/meta/refactor/author) -> Blogging/prompts;
#     reader prompts distributed (analyze->dev, draw/organize->productivity, star-story->interview).
#   - vocabulary consolidated: CLI/dev/PM/acronyms/emojis -> Productivity; blog/portfolio -> Development.
#
# OPEN per-topic refinements (decided DURING the Phase-D move of each topic, by eyeballing
# the sidebar — target_path here is the starting proposal, not final):
#   - Drop redundant topic-echoing sub-folders (e.g. 3-productivity/organization-techniques/,
#     4-blogging/blogging-techniques/, 5-scripting/scripting-techniques/) where the
#     "-techniques" framing word is now implied by the topic. Keep genuinely useful
#     sub-groups (e.g. blogging/{embed-diagrams,embed-code,adding-content}).
#   - GenAI pulls from 6 source roots -> regroup its 18 docs into ~3 clean sub-groups
#     (e.g. fundamentals / building-systems / my-genai-workflow) instead of echoing the
#     old folder names (understanding-the-genai-domain, tinkering, initiatives, ...).
#   - Faith: reframe backend-projects/home-automation nesting to faith-centric grouping.
#   - Bucket-A broken category links + numeric prefixes + _category_.json labels: T14.
#
current_rel	route	draft	isReadme	inbound	topic	sub	note	title	target_path
4-development/6-projects/backend-projects/unorganized-tool-script-development-ideas.md	/docs/development/projects/backend-projects/unorganized-tool-script-development-ideas	1	0	0	02-development			Unorganized Tool and Script Development Ideas	2-development/projects/backend-projects/unorganized-tool-script-development-ideas.md
4-development/6-projects/experiments/_TEMPLATE.md	/docs/development/projects/experiments/experiment-<flag-key>	1	0	0	02-development			<Experiment title>	2-development/projects/experiments/_TEMPLATE.md
4-development/6-projects/experiments/2026-05-31-support-button-copy.md	/docs/development/projects/experiments/experiment-support-button-copy	1	0	0	02-development			Support button copy	2-development/projects/experiments/2026-05-31-support-button-copy.md
4-development/6-projects/experiments/README.md	/docs/development/projects/experiments/experiments	0	1	0	02-development			Experiments	2-development/projects/experiments/README.md
4-development/6-projects/frontend-projects/apps/lametric-motivational-app.md	/docs/development/projects/frontend-projects/apps/develop-a-lametric-app-for-motivation	1	0	0	02-development			Develop a LaMetric App for Motivation	2-development/frontend-projects/apps/lametric-motivational-app.md
4-development/6-projects/frontend-projects/apps/prayer-tracking-apple-watch-app.md	/docs/development/projects/frontend-projects/apps/prayer-tracking-apple-watch-app	1	0	0	09-faith			Prayer Tracking Apple Watch App	9-faith/frontend-projects/apps/prayer-tracking-apple-watch-app.md
4-development/6-projects/frontend-projects/apps/timeline-app.md	/docs/development/projects/frontend-projects/apps/develop-a-timeline-app	1	0	0	02-development			Develop a Timeline App	2-development/frontend-projects/apps/timeline-app.md
4-development/6-projects/frontend-projects/dashboards/adoption-tracker.md	/docs/development/projects/frontend-projects/dashboards/adoption-tracker	1	0	0	03-productivity		dashboards = productivity trackers	Adoption Tracker	3-productivity/frontend-projects/dashboards/adoption-tracker.md
4-development/6-projects/frontend-projects/dashboards/budget-tracker.md	/docs/development/projects/frontend-projects/dashboards/budget-tracker	1	0	0	03-productivity		dashboards = productivity trackers	Budget Tracker	3-productivity/frontend-projects/dashboards/budget-tracker.md
4-development/6-projects/frontend-projects/dashboards/dashboard.md	/docs/development/projects/frontend-projects/dashboards/dashboard	1	0	0	03-productivity		dashboards = productivity trackers	Dashboard	3-productivity/frontend-projects/dashboards/dashboard.md
4-development/6-projects/frontend-projects/dashboards/habit-board.md	/docs/development/projects/frontend-projects/dashboards/habit-board	1	0	0	03-productivity		dashboards = productivity trackers	Habit Board	3-productivity/frontend-projects/dashboards/habit-board.md
4-development/6-projects/frontend-projects/dashboards/metric-tracker.md	/docs/development/projects/frontend-projects/dashboards/metric-tracker	1	0	0	03-productivity		dashboards = productivity trackers	Metric Tracker	3-productivity/frontend-projects/dashboards/metric-tracker.md
4-development/6-projects/frontend-projects/graphs/concept-graph.md	/docs/development/projects/frontend-projects/graphs/concept-graph	1	0	0	02-development			Concept Graph	2-development/frontend-projects/graphs/concept-graph.md
4-development/6-projects/frontend-projects/graphs/hifz-graph.md	/docs/development/projects/frontend-projects/graphs/hifz-graph	1	0	0	09-faith			Hifz Graph	9-faith/frontend-projects/graphs/hifz-graph.md
4-development/6-projects/frontend-projects/graphs/link-explorer.md	/docs/development/projects/frontend-projects/graphs/link-explorer	1	0	0	02-development			Link Explorer	2-development/frontend-projects/graphs/link-explorer.md
4-development/6-projects/frontend-projects/graphs/note-explore-er.md	/docs/development/projects/frontend-projects/graphs/note-explore-er	1	0	0	02-development			Note Explore-er	2-development/frontend-projects/graphs/note-explore-er.md
4-development/6-projects/frontend-projects/notebooks/notebooks-with-leetcode-solutions.md	/docs/development/projects/frontend-projects/notebooks/notebooks-with-leetcode-solutions	1	0	0	02-development			Notebooks with LeetCode Solutions	2-development/frontend-projects/notebooks/notebooks-with-leetcode-solutions.md
4-development/6-projects/frontend-projects/productivity/build-a-kanban-board.md	/docs/development/projects/frontend-projects/productivity/build-a-kanban-board	1	0	0	03-productivity			Build a Kanban Board	3-productivity/frontend-projects/productivity/build-a-kanban-board.md
4-development/6-projects/frontend-projects/productivity/develop-an-initiative-calendar-app.md	/docs/development/projects/frontend-projects/productivity/develop-an-initiative-calendar-app	1	0	0	03-productivity			Develop an Initiative Calendar App	3-productivity/frontend-projects/productivity/develop-an-initiative-calendar-app.md
4-development/6-projects/frontend-projects/sites/website-art.md	/docs/development/projects/frontend-projects/sites/website-art	1	0	0	02-development			Website Art	2-development/frontend-projects/sites/website-art.md
4-development/6-projects/frontend-projects/sites/website-blog.md	/docs/development/projects/frontend-projects/sites/website-blog	0	0	0	02-development			My Blog	2-development/frontend-projects/sites/website-blog.md
4-development/6-projects/frontend-projects/sites/website-portfolio.md	/docs/development/projects/frontend-projects/sites/website-portfolio	0	0	0	02-development			My Portfolio	2-development/frontend-projects/sites/website-portfolio.md
4-development/6-projects/README.md	/docs/development/projects/projects	0	1	0	02-development			Projects	2-development/projects/README.md
4-development/7-roadmaps/1-blog-roadmap.mdx	/docs/development/roadmaps/blog-roadmap	0	0	6	02-development			Blog Roadmap	2-development/roadmaps/1-blog-roadmap.mdx
4-development/7-roadmaps/2-portfolio-roadmap.mdx	/docs/development/roadmaps/portfolio-roadmap	0	0	1	02-development			Portfolio Roadmap	2-development/roadmaps/2-portfolio-roadmap.mdx
4-development/7-roadmaps/2-productivity-scripts/automate-notifications.md	/docs/development/roadmaps/productivity-scripts/automate-notifications	1	0	0	05-scripting			Automate Notifications	5-scripting/roadmaps/productivity-scripts/automate-notifications.md
4-development/7-roadmaps/2-productivity-scripts/automate-scripts.md	/docs/development/roadmaps/productivity-scripts/automate-scripts	1	0	0	05-scripting			Automate Scripts	5-scripting/roadmaps/productivity-scripts/automate-scripts.md
4-development/7-roadmaps/2-productivity-scripts/automate-text-replacements.md	/docs/development/roadmaps/productivity-scripts/automate-text-replacements	1	0	0	05-scripting			Automate Text Replacements	5-scripting/roadmaps/productivity-scripts/automate-text-replacements.md
4-development/7-roadmaps/9-enhancements/automation-hub-enhancements.mdx	/docs/development/roadmaps/enhancements/automation-hub-enhancements	1	0	0	02-development			Automation Hub Enhancements	2-development/roadmaps/enhancements/automation-hub-enhancements.mdx
4-development/7-roadmaps/9-enhancements/jira-setup-enhancements.mdx	/docs/development/roadmaps/enhancements/jira-setup-enhancements	1	0	0	02-development			Jira Setup Enhancements	2-development/roadmaps/enhancements/jira-setup-enhancements.mdx
4-development/7-roadmaps/9-enhancements/profile-enhancements.mdx	/docs/development/roadmaps/enhancements/profile-enhancements	1	0	0	02-development			Profile Enhancements	2-development/roadmaps/enhancements/profile-enhancements.mdx
4-development/7-roadmaps/9-enhancements/vscode-plugin-enhancements.mdx	/docs/development/roadmaps/enhancements/vscode-plugin-enhancements	1	0	0	02-development			VSCode Plugin Enhancements	2-development/roadmaps/enhancements/vscode-plugin-enhancements.mdx
4-development/7-roadmaps/README.md	/docs/development/roadmaps/roadmaps	1	1	0	02-development			Roadmaps	2-development/roadmaps/README.md
4-development/README.mdx	/docs/development/development	0	1	0	02-development			Development	2-development/README.mdx
5-craftsmanship/1-workspace/README.md	/docs/craftsmanship/workspace/workspace	1	1	0	02-development		workspace setup	Workspace	2-development/workspace/README.md
5-craftsmanship/1-workspace/running-ha-on-mac-mini.md	/docs/craftsmanship/workspace/autom8-ha-on-mac-mini	0	0	0	02-development		workspace setup	Running Home Assistant on Mac Mini	2-development/workspace/running-ha-on-mac-mini.md
5-craftsmanship/1-workspace/running-llms-locally.md	/docs/craftsmanship/workspace/running-llms-locally	0	0	4	01-generative-ai			Running LLMs Locally	1-generative-ai/workspace/running-llms-locally.md
5-craftsmanship/2-processes/process-execution.mdx	/docs/craftsmanship/processes/my-personal-execution-process	0	0	0	03-productivity			🚀 The Process of Execution	3-productivity/processes/process-execution.mdx
5-craftsmanship/2-processes/process-ideation.mdx	/docs/craftsmanship/processes/process-ideation	1	0	0	03-productivity			💡 The Process of Ideation	3-productivity/processes/process-ideation.mdx
5-craftsmanship/2-processes/process-interview.mdx	/docs/craftsmanship/processes/technical-interview-process-complete-guide	0	0	0	03-productivity			🎯 The Process of Interviewing	3-productivity/processes/process-interview.mdx
5-craftsmanship/3-workflows/2025-09-30-how-i-use-genai.md	/docs/craftsmanship/workflows/how-i-use-genai	1	0	0	01-generative-ai			🤖 How I Use GenAI	1-generative-ai/workflows/2025-09-30-how-i-use-genai.md
5-craftsmanship/4-tools/2025-09-30-my-personal-mcp-setup.md	/docs/craftsmanship/tools/my-personal-mcp-setup	1	0	0	01-generative-ai			🔧 My Personal MCP Setup	1-generative-ai/tools/2025-09-30-my-personal-mcp-setup.md
5-craftsmanship/4-tools/README.md	/docs/craftsmanship/tools/tools	0	1	0	02-development			Tools	2-development/tools/README.md
5-craftsmanship/5-bookmarks/README.mdx	/docs/craftsmanship/bookmarks/bookmarks	1	1	0	02-development			Bookmarks	2-development/bookmarks/README.mdx
5-craftsmanship/5-bookmarks/setup-machine.mdx	/docs/craftsmanship/bookmarks/setup-machine	0	0	0	02-development			Setup Machine	2-development/bookmarks/setup-machine.mdx
5-craftsmanship/6-tips/README.md	/docs/craftsmanship/tips/tips	0	1	0	02-development			Tips	2-development/tips/README.md
5-craftsmanship/README.mdx	/docs/craftsmanship/craftsmanship	0	1	0	(none)		DROP: craftsmanship index dissolves	Craftsmanship	(no-move)
6-techniques/1-analysis-techniques/analyzing-popularity.mdx	/docs/techniques/analysis-techniques/analyzing-popularity	1	0	2	03-productivity			Analyzing Popularity	3-productivity/analysis-techniques/analyzing-popularity.mdx
6-techniques/1-analysis-techniques/leveraging-google-analytics.mdx	/docs/techniques/analysis-techniques/leveraging-google-analytics	0	0	2	03-productivity			Leveraging Google Analytics	3-productivity/analysis-techniques/leveraging-google-analytics.mdx
6-techniques/1-analysis-techniques/README.md	/docs/techniques/analysis-techniques/analysis-techniques	0	1	0	03-productivity			Analysis Techniques	3-productivity/analysis-techniques/README.md
6-techniques/2-automation-techniques/leveraging-shortcuts.mdx	/docs/techniques/automation-techniques/leveraging-shortcuts	0	0	2	03-productivity			Designing Shortcuts	3-productivity/automation-techniques/leveraging-shortcuts.mdx
6-techniques/2-automation-techniques/README.md	/docs/techniques/automation-techniques/automation-techniques	0	1	0	03-productivity			Automation Techniques	3-productivity/automation-techniques/README.md
6-techniques/3-blogging-techniques/1-embed-structural-components/adding-frontmatter.mdx	/docs/techniques/blogging-techniques/embed-structural-components/mx-docx-frontmatter	1	0	1	04-blogging			Frontmatter	4-blogging/blogging-techniques/embed-structural-components/adding-frontmatter.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/adding-truncate-sections.mdx	/docs/techniques/blogging-techniques/embed-structural-components/truncate	0	0	1	04-blogging			Truncating	4-blogging/blogging-techniques/embed-structural-components/adding-truncate-sections.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/card.mdx	/docs/techniques/blogging-techniques/embed-structural-components/card	0	0	1	04-blogging			Card	4-blogging/blogging-techniques/embed-structural-components/card.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/details.mdx	/docs/techniques/blogging-techniques/embed-structural-components/details	0	0	1	04-blogging			Details	4-blogging/blogging-techniques/embed-structural-components/details.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/fancy-button.mdx	/docs/techniques/blogging-techniques/embed-structural-components/fancy-button	0	0	1	04-blogging			Fancy Button	4-blogging/blogging-techniques/embed-structural-components/fancy-button.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/footer.mdx	/docs/techniques/blogging-techniques/embed-structural-components/footer	0	0	1	04-blogging			Footer	4-blogging/blogging-techniques/embed-structural-components/footer.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/graph.mdx	/docs/techniques/blogging-techniques/embed-structural-components/graph	0	0	1	04-blogging			Graph Renderer Component	4-blogging/blogging-techniques/embed-structural-components/graph.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/header.mdx	/docs/techniques/blogging-techniques/embed-structural-components/header	0	0	1	04-blogging			Header	4-blogging/blogging-techniques/embed-structural-components/header.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/highlight.mdx	/docs/techniques/blogging-techniques/embed-structural-components/highlight	0	0	1	04-blogging			Highlight	4-blogging/blogging-techniques/embed-structural-components/highlight.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/links.mdx	/docs/techniques/blogging-techniques/embed-structural-components/mechanics-docusaurus-linking	0	0	1	04-blogging			Linking Posts	4-blogging/blogging-techniques/embed-structural-components/links.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/README.mdx	/docs/techniques/blogging-techniques/embed-structural-components/blog-components	0	1	4	04-blogging			👉🏻 Start Here	4-blogging/blogging-techniques/embed-structural-components/README.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/table-of-content.mdx	/docs/techniques/blogging-techniques/embed-structural-components/table-of-content	0	0	1	04-blogging			Table of Contents	4-blogging/blogging-techniques/embed-structural-components/table-of-content.mdx
6-techniques/3-blogging-techniques/1-embed-structural-components/timeline.mdx	/docs/techniques/blogging-techniques/embed-structural-components/timeline	0	0	1	04-blogging			Timeline	4-blogging/blogging-techniques/embed-structural-components/timeline.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-figma.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-figma	0	0	2	04-blogging			Embedded Figma Diagrams	4-blogging/blogging-techniques/embed-diagrams/diagrams-figma.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-flow-charts.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-flow-charts	0	0	2	04-blogging			Embedded Flow Charts	4-blogging/blogging-techniques/embed-diagrams/diagrams-flow-charts.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-google-drawing.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-google-drawings	0	0	2	04-blogging			Embedded Google Drawings	4-blogging/blogging-techniques/embed-diagrams/diagrams-google-drawing.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-kanban-customization.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-kanban-customization	0	0	2	04-blogging			Custom Kanban Board Creation with SVG	4-blogging/blogging-techniques/embed-diagrams/diagrams-kanban-customization.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-mermaid.mdx	/docs/techniques/blogging-techniques/embed-diagrams/diagrams-mermaid	0	0	2	04-blogging			Embedding Mermaid Diagrams in Docusaurus	4-blogging/blogging-techniques/embed-diagrams/diagrams-mermaid.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-mindnode.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-mindnode-diagrams	1	0	2	04-blogging			Embedded MindNode Diagrams	4-blogging/blogging-techniques/embed-diagrams/diagrams-mindnode.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/diagrams-puml-sequence.mdx	/docs/techniques/blogging-techniques/embed-diagrams/mx-docx-embedd-sequence-diagrams	0	0	2	04-blogging			Embedded Sequence Diagrams	4-blogging/blogging-techniques/embed-diagrams/diagrams-puml-sequence.mdx
6-techniques/3-blogging-techniques/2-embed-diagrams/README.md	/docs/techniques/blogging-techniques/embed-diagrams/embed-diagrams	0	1	0	04-blogging			Embedding Diagrams	4-blogging/blogging-techniques/embed-diagrams/README.md
6-techniques/3-blogging-techniques/3-embed-code/code-cells.mdx	/docs/techniques/blogging-techniques/embed-code/mx-docx-embedd-code-cells	0	0	2	04-blogging			Embedded Code Cells	4-blogging/blogging-techniques/embed-code/code-cells.mdx
6-techniques/3-blogging-techniques/3-embed-code/code-gists.mdx	/docs/techniques/blogging-techniques/embed-code/mx-docx-embedd-gist	0	0	2	04-blogging			Embedded GitHub Gists	4-blogging/blogging-techniques/embed-code/code-gists.mdx
6-techniques/3-blogging-techniques/3-embed-code/code-jupyter-notebooks.mdx	/docs/techniques/blogging-techniques/embed-code/mx-docx-embedd-jupyter-notebooks	0	0	2	04-blogging			Embedded Jupyter Notebooks	4-blogging/blogging-techniques/embed-code/code-jupyter-notebooks.mdx
6-techniques/3-blogging-techniques/3-embed-code/README.md	/docs/techniques/blogging-techniques/embed-code/embed-code	0	1	0	04-blogging			Embedding Code	4-blogging/blogging-techniques/embed-code/README.md
6-techniques/3-blogging-techniques/4-embed-external-components/html-react-elements.mdx	/docs/techniques/blogging-techniques/embed-external-components/mx-docx-embedd-react-elems	0	0	1	04-blogging			Embedded React Elements	4-blogging/blogging-techniques/embed-external-components/html-react-elements.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/html.mdx	/docs/techniques/blogging-techniques/embed-external-components/mx-docx-embedd-html	1	0	1	04-blogging			Embedded HTML	4-blogging/blogging-techniques/embed-external-components/html.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/images-pngs.mdx	/docs/techniques/blogging-techniques/embed-external-components/mx-docx-embedd-png	1	0	1	04-blogging			Embedded PNGs	4-blogging/blogging-techniques/embed-external-components/images-pngs.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/images-svgs.mdx	/docs/techniques/blogging-techniques/embed-external-components/mx-docx-embedd-svg	0	0	1	04-blogging			Embedded SVGs	4-blogging/blogging-techniques/embed-external-components/images-svgs.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/README.mdx	/docs/techniques/blogging-techniques/embed-external-components/external-components	0	1	6	04-blogging			External Components	4-blogging/blogging-techniques/embed-external-components/README.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/tips.mdx	/docs/techniques/blogging-techniques/embed-external-components/tips	0	0	1	04-blogging			Tips	4-blogging/blogging-techniques/embed-external-components/tips.mdx
6-techniques/3-blogging-techniques/4-embed-external-components/videos-youtube.mdx	/docs/techniques/blogging-techniques/embed-external-components/mx-docx-embedd-youtube-videos	0	0	1	04-blogging			Embedded Youtube Videos	4-blogging/blogging-techniques/embed-external-components/videos-youtube.mdx
6-techniques/3-blogging-techniques/5-adding-content/adding-blog-posts.mdx	/docs/techniques/blogging-techniques/adding-content/mx-docx-blog-posts	0	0	6	04-blogging			Adding Blog Posts	4-blogging/blogging-techniques/adding-content/adding-blog-posts.mdx
6-techniques/3-blogging-techniques/5-adding-content/adding-changelog-entries.mdx	/docs/techniques/blogging-techniques/adding-content/adding-changelog-entries	0	0	6	04-blogging			Adding Changelog Entries	4-blogging/blogging-techniques/adding-content/adding-changelog-entries.mdx
6-techniques/3-blogging-techniques/5-adding-content/adding-designs.mdx	/docs/techniques/blogging-techniques/adding-content/adding-designs	0	0	5	04-blogging			Adding Design Posts	4-blogging/blogging-techniques/adding-content/adding-designs.mdx
6-techniques/3-blogging-techniques/5-adding-content/adding-docs.mdx	/docs/techniques/blogging-techniques/adding-content/adding-docs	0	0	5	04-blogging			Adding Documentation	4-blogging/blogging-techniques/adding-content/adding-docs.mdx
6-techniques/3-blogging-techniques/5-adding-content/README.mdx	/docs/techniques/blogging-techniques/adding-content/adding-content	0	1	0	04-blogging			Adding Content	4-blogging/blogging-techniques/adding-content/README.mdx
6-techniques/3-blogging-techniques/changelog-system.mdx	/docs/techniques/blogging-techniques/changelog-system	0	0	2	04-blogging			Changelog System	4-blogging/blogging-techniques/changelog-system.mdx
6-techniques/3-blogging-techniques/README.mdx	/docs/techniques/blogging-techniques/blogging-techniques	0	1	0	04-blogging			Blogging Techniques	4-blogging/blogging-techniques/README.mdx
6-techniques/4-documentation-techniques/diagramming-with-plantuml.mdx	/docs/techniques/documentation-techniques/diagramming-with-plantuml	0	0	2	04-blogging			Puml	4-blogging/documentation-techniques/diagramming-with-plantuml.mdx
6-techniques/4-documentation-techniques/diagrams-as-text.mdx	/docs/techniques/documentation-techniques/diagrams-as-text	0	0	2	04-blogging			Diagrams as Text	4-blogging/documentation-techniques/diagrams-as-text.mdx
6-techniques/4-documentation-techniques/getting-icons.mdx	/docs/techniques/documentation-techniques/getting-icons	0	0	2	04-blogging			Getting Icons	4-blogging/documentation-techniques/getting-icons.mdx
6-techniques/4-documentation-techniques/http-to-xcallback.mdx	/docs/techniques/documentation-techniques/http-to-xcallback	0	0	2	04-blogging			HTTP(s) to x-call-back	4-blogging/documentation-techniques/http-to-xcallback.mdx
6-techniques/4-documentation-techniques/leveraging-google-app-scripts.mdx	/docs/techniques/documentation-techniques/leveraging-google-app-scripts	1	0	2	04-blogging			Leveraging Google App Scripts	4-blogging/documentation-techniques/leveraging-google-app-scripts.mdx
6-techniques/4-documentation-techniques/README.mdx	/docs/techniques/documentation-techniques/documentation-techniques	0	1	0	04-blogging			Documentation Techniques	4-blogging/documentation-techniques/README.mdx
6-techniques/5-development-techniques/ci-cd-techniques.mdx	/docs/techniques/development-techniques/ci-cd-techniques	0	0	2	02-development			CI/CD Techniques	2-development/development-techniques/ci-cd-techniques.mdx
6-techniques/5-development-techniques/README.md	/docs/techniques/development-techniques/development-techniques	0	1	0	02-development			Development Techniques	2-development/development-techniques/README.md
6-techniques/5-development-techniques/tool-composition-techniques/README.mdx	/docs/techniques/development-techniques/tool-composition-techniques/readme	0	1	0	02-development			Tool Composition Techniques	2-development/development-techniques/tool-composition-techniques/README.mdx
6-techniques/5-development-techniques/tool-composition-techniques/storybook-typescript-babel/common-pitfalls.mdx	/docs/techniques/development-techniques/tool-composition-techniques/storybook-typescript-babel/common-pitfalls	0	0	0	02-development			🔧 Storybook + TypeScript + Babel: Common Pitfalls	2-development/tool-composition-techniques/storybook-typescript-babel/common-pitfalls.mdx
6-techniques/5-development-techniques/tool-composition-techniques/storybook-typescript-babel/development-process.mdx	/docs/techniques/development-techniques/tool-composition-techniques/storybook-typescript-babel/development-process	0	0	0	02-development			🔧 Storybook + TypeScript + Babel: Development Pro	2-development/tool-composition-techniques/storybook-typescript-babel/development-process.mdx
6-techniques/5-development-techniques/tool-composition-techniques/storybook-typescript-babel/README.mdx	/docs/techniques/development-techniques/tool-composition-techniques/storybook-typescript-babel/readme	0	1	1	02-development			Storybook + TypeScript + Babel	2-development/tool-composition-techniques/storybook-typescript-babel/README.mdx
6-techniques/5-development-techniques/tool-composition-techniques/storybook-typescript-babel/setup-overview.mdx	/docs/techniques/development-techniques/tool-composition-techniques/storybook-typescript-babel/setup-overview	0	0	0	02-development			🔧 Storybook + TypeScript + Babel: Setup Guide	2-development/tool-composition-techniques/storybook-typescript-babel/setup-overview.mdx
6-techniques/5-development-techniques/tool-composition-techniques/storybook-typescript-babel/understanding-tools.mdx	/docs/techniques/development-techniques/tool-composition-techniques/storybook-typescript-babel/understanding-tools	0	0	0	02-development			🔧 Storybook + TypeScript + Babel: Understanding t	2-development/tool-composition-techniques/storybook-typescript-babel/understanding-tools.mdx
6-techniques/6-discovery-techniques/discovering-content.mdx	/docs/techniques/discovery-techniques/discovering-content	1	0	2	03-productivity			Finding Educational Content	3-productivity/discovery-techniques/discovering-content.mdx
6-techniques/6-discovery-techniques/discovering-tools.mdx	/docs/techniques/discovery-techniques/discovering-tools	1	0	2	03-productivity			Discovering Tools	3-productivity/discovery-techniques/discovering-tools.mdx
6-techniques/6-discovery-techniques/README.md	/docs/techniques/discovery-techniques/discovery-techniques	0	1	0	03-productivity			Discovery Techniques	3-productivity/discovery-techniques/README.md
6-techniques/6-organization-techniques/leveraging-text-replacements.mdx	/docs/techniques/organization-techniques/leveraging-text-replacements	1	0	2	03-productivity			Leveraging Text Replacements	3-productivity/organization-techniques/leveraging-text-replacements.mdx
6-techniques/6-organization-techniques/linking.mdx	/docs/techniques/organization-techniques/linking	1	0	2	03-productivity			Linking	3-productivity/organization-techniques/linking.mdx
6-techniques/6-organization-techniques/README.md	/docs/techniques/organization-techniques	0	1	2	03-productivity			Organization Techniques	3-productivity/organization-techniques/README.md
6-techniques/6-organization-techniques/tagging.mdx	/docs/techniques/organization-techniques/tagging	1	0	2	03-productivity			Tagging	3-productivity/organization-techniques/tagging.mdx
6-techniques/7-scripting-techniques/leveraging-terminal-shortcuts.mdx	/docs/techniques/scripting-techniques/terminal-shortcuts	0	0	2	05-scripting			Terminal Shortcuts	5-scripting/scripting-techniques/leveraging-terminal-shortcuts.mdx
6-techniques/7-scripting-techniques/parsing-html.mdx	/docs/techniques/scripting-techniques/parsing-html	1	0	2	05-scripting			Parsing HTML	5-scripting/scripting-techniques/parsing-html.mdx
6-techniques/7-scripting-techniques/parsing-json.md	/docs/techniques/scripting-techniques/jq-mechanics	0	0	2	05-scripting			JQ Mechanics	5-scripting/scripting-techniques/parsing-json.md
6-techniques/7-scripting-techniques/README.mdx	/docs/techniques/scripting-techniques/scripting-techniques	0	1	0	05-scripting			Scripting Techniques	5-scripting/scripting-techniques/README.mdx
6-techniques/7-scripting-techniques/terminal-calendar.md	/docs/techniques/scripting-techniques/terminal-calendar	0	0	2	05-scripting			Terminal Calendar	5-scripting/scripting-techniques/terminal-calendar.md
6-techniques/7-scripting-techniques/terminal-links.md	/docs/techniques/scripting-techniques/mechanic-terminal-links	0	0	2	05-scripting			Terminal Links	5-scripting/scripting-techniques/terminal-links.md
6-techniques/8-security-techniques/managing-secrets.mdx	/docs/techniques/security-techniques/managing-secrets	1	0	2	02-development			Secrets	2-development/security-techniques/managing-secrets.mdx
6-techniques/8-security-techniques/password-injection.mdx	/docs/techniques/security-techniques/password-injection	1	0	2	02-development			Password Injection	2-development/security-techniques/password-injection.mdx
6-techniques/8-security-techniques/README.md	/docs/techniques/security-techniques/security-techniques	0	1	0	02-development			Security Techniques	2-development/security-techniques/README.md
